pl_name,pl_letter,discoverymethod,disc_year,disc_facility
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 220674823 c,c,Transit,2016,K2
EPIC 228836835 b,b,Transit,2021,K2
EPIC 228836835 b,b,Transit,2021,K2
EPIC 229004835 b,b,Transit,2023,K2
EPIC 229004835 b,b,Transit,2023,K2
EPIC 229004835 b,b,Transit,2023,K2
EPIC 246851721 b,b,Transit,2018,K2
EPIC 246851721 b,b,Transit,2018,K2
EPIC 246851721 b,b,Transit,2018,K2
EPIC 248847494 b,b,Transit,2018,K2
EPIC 249893012 b,b,Transit,2020,K2
EPIC 249893012 c,c,Transit,2020,K2
EPIC 249893012 d,d,Transit,2020,K2
FU Tau b,b,Imaging,2008,Spitzer Space Telescope
FU Tau b,b,Imaging,2008,Spitzer Space Telescope
G 192-15 b,b,Radial Velocity,2025,Calar Alto Observatory
G 192-15 c,c,Radial Velocity,2025,Calar Alto Observatory
G 196-3 b,b,Imaging,2024,European Space Agency (ESA) Gaia Satellite
G 261-6 b,b,Radial Velocity,2025,Calar Alto Observatory
G 264-012 b,b,Radial Velocity,2021,Calar Alto Observatory
G 264-012 c,c,Radial Velocity,2021,Calar Alto Observatory
G 268-110 b,b,Radial Velocity,2025,Calar Alto Observatory
G 9-40 b,b,Transit,2019,K2
G 9-40 b,b,Transit,2019,K2
G 9-40 b,b,Transit,2019,K2
G 9-40 b,b,Transit,2019,K2
G 9-40 b,b,Transit,2019,K2
GJ 1002 b,b,Radial Velocity,2022,Multiple Observatories
GJ 1002 c,c,Radial Velocity,2022,Multiple Observatories
GJ 1061 b,b,Radial Velocity,2020,La Silla Observatory
GJ 1061 c,c,Radial Velocity,2020,La Silla Observatory
GJ 1061 d,d,Radial Velocity,2020,La Silla Observatory
GJ 1132 b,b,Transit,2015,Cerro Tololo Inter-American Observatory
GJ 1132 b,b,Transit,2015,Cerro Tololo Inter-American Observatory
GJ 1132 b,b,Transit,2015,Cerro Tololo Inter-American Observatory
GJ 1132 b,b,Transit,2015,Cerro Tololo Inter-American Observatory
GJ 1132 b,b,Transit,2015,Cerro Tololo Inter-American Observatory
GJ 1132 b,b,Transit,2015,Cerro Tololo Inter-American Observatory
GJ 1132 b,b,Transit,2015,Cerro Tololo Inter-American Observatory
GJ 1132 c,c,Radial Velocity,2018,La Silla Observatory
GJ 1148 b,b,Radial Velocity,2010,W. M. Keck Observatory
GJ 1148 b,b,Radial Velocity,2010,W. M. Keck Observatory
GJ 1148 b,b,Radial Velocity,2010,W. M. Keck Observatory
GJ 1148 c,c,Radial Velocity,2017,Calar Alto Observatory
GJ 1148 c,c,Radial Velocity,2017,Calar Alto Observatory
GJ 1151 c,c,Radial Velocity,2023,Multiple Facilities
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1214 b,b,Transit,2009,MEarth Project
GJ 1252 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 1252 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 1252 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 1252 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 1252 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 1252 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 1265 b,b,Radial Velocity,2018,Calar Alto Observatory
GJ 1289 b,b,Radial Velocity,2024,Multiple Observatories
GJ 143 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 143 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 143 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 15 A b,b,Radial Velocity,2014,W. M. Keck Observatory
GJ 15 A b,b,Radial Velocity,2014,W. M. Keck Observatory
GJ 15 A b,b,Radial Velocity,2014,W. M. Keck Observatory
GJ 15 A c,c,Radial Velocity,2018,Roque de los Muchachos Observatory
GJ 160.2 b,b,Radial Velocity,2014,Multiple Observatories
GJ 163 b,b,Radial Velocity,2013,La Silla Observatory
GJ 163 c,c,Radial Velocity,2013,La Silla Observatory
GJ 163 d,d,Radial Velocity,2013,La Silla Observatory
GJ 179 b,b,Radial Velocity,2009,W. M. Keck Observatory
GJ 179 b,b,Radial Velocity,2009,W. M. Keck Observatory
GJ 179 b,b,Radial Velocity,2009,W. M. Keck Observatory
GJ 180 b,b,Radial Velocity,2014,Multiple Observatories
GJ 180 b,b,Radial Velocity,2014,Multiple Observatories
GJ 180 c,c,Radial Velocity,2014,Multiple Observatories
GJ 180 d,d,Radial Velocity,2020,Multiple Facilities
GJ 2030 b,b,Radial Velocity,2022,Multiple Observatories
GJ 2030 c,c,Radial Velocity,2022,Multiple Observatories
GJ 2056 b,b,Radial Velocity,2020,Multiple Observatories
GJ 2126 b,b,Radial Velocity,2025,La Silla Observatory
GJ 229 A c,c,Radial Velocity,2020,Multiple Facilities
GJ 229 A c,c,Radial Velocity,2020,Multiple Facilities
GJ 229 b,b,Radial Velocity,2014,Multiple Observatories
GJ 229 b,b,Radial Velocity,2014,Multiple Observatories
GJ 229 b,b,Radial Velocity,2014,Multiple Observatories
GJ 238 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
GJ 238 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
GJ 251 b,b,Radial Velocity,2020,W. M. Keck Observatory
GJ 27.1 b,b,Radial Velocity,2014,Multiple Observatories
GJ 273 b,b,Radial Velocity,2017,La Silla Observatory
GJ 273 c,c,Radial Velocity,2017,La Silla Observatory
GJ 3021 b,b,Radial Velocity,2000,La Silla Observatory
GJ 3082 b,b,Radial Velocity,2020,Multiple Facilities
GJ 3090 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3090 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3138 b,b,Radial Velocity,2017,La Silla Observatory
GJ 3138 c,c,Radial Velocity,2017,La Silla Observatory
GJ 3138 d,d,Radial Velocity,2017,La Silla Observatory
GJ 317 b,b,Radial Velocity,2007,W. M. Keck Observatory
GJ 317 b,b,Radial Velocity,2007,W. M. Keck Observatory
GJ 317 b,b,Radial Velocity,2007,W. M. Keck Observatory
GJ 317 b,b,Radial Velocity,2007,W. M. Keck Observatory
GJ 317 c,c,Radial Velocity,2018,W. M. Keck Observatory
GJ 317 c,c,Radial Velocity,2018,W. M. Keck Observatory
GJ 317 c,c,Radial Velocity,2018,W. M. Keck Observatory
GJ 317 c,c,Radial Velocity,2018,W. M. Keck Observatory
GJ 3222 b,b,Radial Velocity,2022,Multiple Observatories
GJ 328 b,b,Radial Velocity,2013,McDonald Observatory
GJ 328 b,b,Radial Velocity,2013,McDonald Observatory
GJ 328 c,c,Radial Velocity,2023,Roque de los Muchachos Observatory
GJ 3293 b,b,Radial Velocity,2015,La Silla Observatory
GJ 3293 b,b,Radial Velocity,2015,La Silla Observatory
GJ 3293 c,c,Radial Velocity,2015,La Silla Observatory
GJ 3293 c,c,Radial Velocity,2015,La Silla Observatory
GJ 3293 d,d,Radial Velocity,2017,La Silla Observatory
GJ 3293 e,e,Radial Velocity,2017,La Silla Observatory
GJ 3323 b,b,Radial Velocity,2017,La Silla Observatory
GJ 3323 c,c,Radial Velocity,2017,La Silla Observatory
GJ 3341 b,b,Radial Velocity,2015,La Silla Observatory
GJ 338 B b,b,Radial Velocity,2020,Calar Alto Observatory
GJ 338 B b,b,Radial Velocity,2020,Calar Alto Observatory
GJ 341 b,b,Transit,2025,Transiting Exoplanet Survey Satellite (TESS)
GJ 341 b,b,Transit,2025,Transiting Exoplanet Survey Satellite (TESS)
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3470 b,b,Radial Velocity,2012,La Silla Observatory
GJ 3473 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 3473 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
GJ 3473 c,c,Radial Velocity,2020,Multiple Observatories
GJ 3512 b,b,Radial Velocity,2019,Calar Alto Observatory
GJ 3512 b,b,Radial Velocity,2019,Calar Alto Observatory
GJ 3512 c,c,Radial Velocity,2020,Multiple Observatories
GJ 357 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 c,c,Radial Velocity,2019,Multiple Observatories
GJ 357 d,d,Radial Velocity,2019,Multiple Observatories
GJ 3634 b,b,Radial Velocity,2010,La Silla Observatory
GJ 367 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
GJ 367 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
GJ 367 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
GJ 367 c,c,Radial Velocity,2023,La Silla Observatory
GJ 367 d,d,Radial Velocity,2023,La Silla Observatory
GJ 3779 b,b,Radial Velocity,2018,Calar Alto Observatory
GJ 3929 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3929 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3929 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
GJ 3929 c,c,Radial Velocity,2022,Multiple Observatories
GJ 393 b,b,Radial Velocity,2021,Multiple Observatories
GJ 3942 b,b,Radial Velocity,2017,Roque de los Muchachos Observatory
GJ 3988 b,b,Radial Velocity,2023,Calar Alto Observatory
GJ 3998 b,b,Radial Velocity,2016,Roque de los Muchachos Observatory
GJ 3998 b,b,Radial Velocity,2016,Roque de los Muchachos Observatory
GJ 3998 c,c,Radial Velocity,2016,Roque de los Muchachos Observatory
GJ 3998 c,c,Radial Velocity,2016,Roque de los Muchachos Observatory
GJ 3998 d,d,Radial Velocity,2025,Multiple Observatories
GJ 411 b,b,Radial Velocity,2019,Haute-Provence Observatory
GJ 411 b,b,Radial Velocity,2019,Haute-Provence Observatory
GJ 411 b,b,Radial Velocity,2019,Haute-Provence Observatory
GJ 411 b,b,Radial Velocity,2019,Haute-Provence Observatory
GJ 414 A b,b,Radial Velocity,2021,W. M. Keck Observatory
GJ 414 A b,b,Radial Velocity,2021,W. M. Keck Observatory
GJ 414 A c,c,Radial Velocity,2021,W. M. Keck Observatory
GJ 414 A c,c,Radial Velocity,2021,W. M. Keck Observatory
GJ 422 b,b,Radial Velocity,2014,Multiple Observatories
GJ 422 b,b,Radial Velocity,2014,Multiple Observatories
GJ 4276 b,b,Radial Velocity,2019,Calar Alto Observatory
GJ 433 b,b,Radial Velocity,2011,La Silla Observatory
GJ 433 b,b,Radial Velocity,2011,La Silla Observatory
GJ 433 b,b,Radial Velocity,2011,La Silla Observatory
GJ 433 b,b,Radial Velocity,2011,La Silla Observatory
GJ 433 c,c,Radial Velocity,2014,Multiple Observatories
GJ 433 c,c,Radial Velocity,2014,Multiple Observatories
GJ 433 d,d,Radial Velocity,2020,Multiple Facilities
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 436 b,b,Radial Velocity,2004,W. M. Keck Observatory
GJ 463 b,b,Radial Velocity,2022,Multiple Observatories
GJ 463 b,b,Radial Velocity,2022,Multiple Observatories
GJ 463 b,b,Radial Velocity,2022,Multiple Observatories
GJ 480 b,b,Radial Velocity,2020,Multiple Observatories
GJ 486 b,b,Radial Velocity,2021,Calar Alto Observatory
GJ 486 b,b,Radial Velocity,2021,Calar Alto Observatory
GJ 486 b,b,Radial Velocity,2021,Calar Alto Observatory
GJ 486 b,b,Radial Velocity,2021,Calar Alto Observatory
GJ 504 b,b,Imaging,2013,Subaru Telescope
GJ 504 b,b,Imaging,2013,Subaru Telescope
GJ 514 b,b,Radial Velocity,2022,Multiple Observatories
GJ 536 b,b,Radial Velocity,2016,La Silla Observatory
GJ 536 b,b,Radial Velocity,2016,La Silla Observatory
GJ 581 b,b,Radial Velocity,2005,La Silla Observatory
GJ 581 b,b,Radial Velocity,2005,La Silla Observatory
GJ 581 b,b,Radial Velocity,2005,La Silla Observatory
GJ 581 b,b,Radial Velocity,2005,La Silla Observatory
GJ 581 b,b,Radial Velocity,2005,La Silla Observatory
GJ 581 b,b,Radial Velocity,2005,La Silla Observatory
GJ 581 b,b,Radial Velocity,2005,La Silla Observatory
GJ 581 c,c,Radial Velocity,2007,La Silla Observatory
GJ 581 c,c,Radial Velocity,2007,La Silla Observatory
GJ 581 c,c,Radial Velocity,2007,La Silla Observatory
GJ 581 c,c,Radial Velocity,2007,La Silla Observatory
GJ 581 c,c,Radial Velocity,2007,La Silla Observatory
GJ 581 c,c,Radial Velocity,2007,La Silla Observatory
GJ 581 e,e,Radial Velocity,2009,La Silla Observatory
GJ 581 e,e,Radial Velocity,2009,La Silla Observatory
GJ 581 e,e,Radial Velocity,2009,La Silla Observatory
GJ 581 e,e,Radial Velocity,2009,La Silla Observatory
GJ 581 e,e,Radial Velocity,2009,La Silla Observatory
GJ 625 b,b,Radial Velocity,2017,Multiple Observatories
GJ 649 b,b,Radial Velocity,2009,W. M. Keck Observatory
GJ 649 b,b,Radial Velocity,2009,W. M. Keck Observatory
GJ 649 b,b,Radial Velocity,2009,W. M. Keck Observatory
GJ 667 C b,b,Radial Velocity,2012,La Silla Observatory
GJ 667 C b,b,Radial Velocity,2012,La Silla Observatory
GJ 667 C b,b,Radial Velocity,2012,La Silla Observatory
GJ 667 C b,b,Radial Velocity,2012,La Silla Observatory
GJ 667 C b,b,Radial Velocity,2012,La Silla Observatory
GJ 667 C c,c,Radial Velocity,2013,La Silla Observatory
GJ 667 C c,c,Radial Velocity,2013,La Silla Observatory
GJ 667 C c,c,Radial Velocity,2013,La Silla Observatory
GJ 667 C c,c,Radial Velocity,2013,La Silla Observatory
GJ 667 C e,e,Radial Velocity,2013,La Silla Observatory
GJ 667 C f,f,Radial Velocity,2013,La Silla Observatory
GJ 667 C g,g,Radial Velocity,2013,La Silla Observatory
GJ 674 b,b,Radial Velocity,2007,La Silla Observatory
GJ 676 A b,b,Radial Velocity,2010,La Silla Observatory
GJ 676 A b,b,Radial Velocity,2010,La Silla Observatory
GJ 676 A b,b,Radial Velocity,2010,La Silla Observatory
GJ 676 A b,b,Radial Velocity,2010,La Silla Observatory
GJ 676 A b,b,Radial Velocity,2010,La Silla Observatory
GJ 676 A c,c,Radial Velocity,2016,Paranal Observatory
GJ 676 A c,c,Radial Velocity,2016,Paranal Observatory
GJ 676 A d,d,Radial Velocity,2012,La Silla Observatory
GJ 676 A d,d,Radial Velocity,2012,La Silla Observatory
GJ 676 A d,d,Radial Velocity,2012,La Silla Observatory
GJ 676 A e,e,Radial Velocity,2012,La Silla Observatory
GJ 676 A e,e,Radial Velocity,2012,La Silla Observatory
GJ 676 A e,e,Radial Velocity,2012,La Silla Observatory
GJ 680 b,b,Radial Velocity,2022,Multiple Observatories
GJ 682 b,b,Radial Velocity,2014,Multiple Observatories
GJ 682 c,c,Radial Velocity,2014,Multiple Observatories
GJ 685 b,b,Radial Velocity,2019,Roque de los Muchachos Observatory
GJ 687 b,b,Radial Velocity,2014,Lick Observatory
GJ 687 b,b,Radial Velocity,2014,Lick Observatory
GJ 687 b,b,Radial Velocity,2014,Lick Observatory
GJ 687 b,b,Radial Velocity,2014,Lick Observatory
GJ 687 c,c,Radial Velocity,2020,Multiple Observatories
GJ 720 A b,b,Radial Velocity,2021,Roque de los Muchachos Observatory
GJ 724 b,b,Radial Velocity,2023,Calar Alto Observatory
GJ 740 b,b,Radial Velocity,2021,Multiple Observatories
GJ 806 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
GJ 806 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
GJ 806 c,c,Radial Velocity,2023,Multiple Observatories
GJ 832 b,b,Radial Velocity,2008,Anglo-Australian Telescope
GJ 832 b,b,Radial Velocity,2008,Anglo-Australian Telescope
GJ 832 b,b,Radial Velocity,2008,Anglo-Australian Telescope
GJ 832 b,b,Radial Velocity,2008,Anglo-Australian Telescope
GJ 832 b,b,Radial Velocity,2008,Anglo-Australian Telescope
GJ 849 b,b,Radial Velocity,2006,W. M. Keck Observatory
GJ 849 b,b,Radial Velocity,2006,W. M. Keck Observatory
GJ 849 b,b,Radial Velocity,2006,W. M. Keck Observatory
GJ 849 b,b,Radial Velocity,2006,W. M. Keck Observatory
GJ 849 b,b,Radial Velocity,2006,W. M. Keck Observatory
GJ 849 b,b,Radial Velocity,2006,W. M. Keck Observatory
GJ 849 b,b,Radial Velocity,2006,W. M. Keck Observatory
GJ 849 c,c,Radial Velocity,2014,W. M. Keck Observatory
GJ 849 c,c,Radial Velocity,2014,W. M. Keck Observatory
GJ 849 c,c,Radial Velocity,2014,W. M. Keck Observatory
GJ 86 b,b,Radial Velocity,1999,La Silla Observatory
GJ 86 b,b,Radial Velocity,1999,La Silla Observatory
GJ 86 b,b,Radial Velocity,1999,La Silla Observatory
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 b,b,Radial Velocity,1998,Multiple Observatories
GJ 876 c,c,Radial Velocity,2000,Multiple Observatories
GJ 876 c,c,Radial Velocity,2000,Multiple Observatories
GJ 876 c,c,Radial Velocity,2000,Multiple Observatories
GJ 876 c,c,Radial Velocity,2000,Multiple Observatories
GJ 876 c,c,Radial Velocity,2000,Multiple Observatories
GJ 876 c,c,Radial Velocity,2000,Multiple Observatories
GJ 876 c,c,Radial Velocity,2000,Multiple Observatories
GJ 876 d,d,Radial Velocity,2005,W. M. Keck Observatory
GJ 876 d,d,Radial Velocity,2005,W. M. Keck Observatory
GJ 876 d,d,Radial Velocity,2005,W. M. Keck Observatory
GJ 876 d,d,Radial Velocity,2005,W. M. Keck Observatory
GJ 876 d,d,Radial Velocity,2005,W. M. Keck Observatory
GJ 876 d,d,Radial Velocity,2005,W. M. Keck Observatory
GJ 876 d,d,Radial Velocity,2005,W. M. Keck Observatory
GJ 876 e,e,Radial Velocity,2010,W. M. Keck Observatory
GJ 876 e,e,Radial Velocity,2010,W. M. Keck Observatory
GJ 876 e,e,Radial Velocity,2010,W. M. Keck Observatory
GJ 887 b,b,Radial Velocity,2020,La Silla Observatory
GJ 887 c,c,Radial Velocity,2020,La Silla Observatory
GJ 896 A b,b,Astrometry,2022,Very Long Baseline Array
GJ 900 b,b,Imaging,2024,Multiple Observatories
GJ 9066 c,c,Radial Velocity,2020,Multiple Observatories
GJ 9066 c,c,Radial Velocity,2020,Multiple Observatories
GJ 9404 b,b,Radial Velocity,2023,Roque de los Muchachos Observatory
GJ 96 b,b,Radial Velocity,2018,Haute-Provence Observatory
GJ 9689 b,b,Radial Velocity,2020,Roque de los Muchachos Observatory
GJ 9714 b,b,Radial Velocity,2022,Multiple Observatories
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 b,b,Transit,2017,K2
GJ 9827 c,c,Transit,2017,K2
GJ 9827 c,c,Transit,2017,K2
GJ 9827 c,c,Transit,2017,K2
GJ 9827 c,c,Transit,2017,K2
GJ 9827 c,c,Transit,2017,K2
GJ 9827 c,c,Transit,2017,K2
GJ 9827 c,c,Transit,2017,K2
GJ 9827 d,d,Transit,2017,K2
GJ 9827 d,d,Transit,2017,K2
GJ 9827 d,d,Transit,2017,K2
GJ 9827 d,d,Transit,2017,K2
GJ 9827 d,d,Transit,2017,K2
GJ 9827 d,d,Transit,2017,K2
GJ 9827 d,d,Transit,2017,K2
GPX-1 b,b,Transit,2021,Acton Sky Portal Observatory
GPX-1 b,b,Transit,2021,Acton Sky Portal Observatory
GQ Lup b,b,Imaging,2004,Paranal Observatory
GQ Lup b,b,Imaging,2004,Paranal Observatory
GSC 06214-00210 b,b,Imaging,2010,Palomar Observatory
GSC 06214-00210 b,b,Imaging,2010,Palomar Observatory
GSC 06214-00210 b,b,Imaging,2010,Palomar Observatory
GSC 06214-00210 b,b,Imaging,2010,Palomar Observatory
GU Psc b,b,Imaging,2014,Gemini Observatory
Gaia-1 b,b,Transit,2022,European Space Agency (ESA) Gaia Satellite
Gaia-1 b,b,Transit,2022,European Space Agency (ESA) Gaia Satellite
Gaia-2 b,b,Transit,2022,European Space Agency (ESA) Gaia Satellite
Gaia-2 b,b,Transit,2022,European Space Agency (ESA) Gaia Satellite
Gaia-4 b,b,Astrometry,2025,European Space Agency (ESA) Gaia Satellite
Gaia-5 b,b,Astrometry,2025,European Space Agency (ESA) Gaia Satellite
Gaia22dkvL b,b,Microlensing,2024,European Space Agency (ESA) Gaia Satellite
Gaia22dkvL b,b,Microlensing,2024,European Space Agency (ESA) Gaia Satellite
Gaia22dkvL b,b,Microlensing,2024,European Space Agency (ESA) Gaia Satellite
Gaia22dkvL b,b,Microlensing,2024,European Space Agency (ESA) Gaia Satellite
Gaia22dkvL b,b,Microlensing,2024,European Space Agency (ESA) Gaia Satellite
Gaia22dkvL b,b,Microlensing,2024,European Space Agency (ESA) Gaia Satellite
Gaia22dkvL b,b,Microlensing,2024,European Space Agency (ESA) Gaia Satellite
